type,title,cast,date_added,rating,listed_in,country_parsed
0,166,3206,1477958400,9,260,75
0,167,6808,1514160000,8,260,76
0,168,4155,1582243200,5,195,76
0,169,3676,1568678400,6,331,76
0,170,4981,1487116800,8,302,21
0,171,939,1572825600,7,124,76
0,172,2044,1556582400,8,205,25
1,173,1781,1504224000,9,395,70
0,174,5994,1593993600,8,273,76
0,175,4915,1493596800,5,490,76
1,176,3727,1551744000,8,361,65
0,177,4986,1555113600,8,309,19
0,178,6808,1535328000,8,260,76
0,179,6808,1584662400,6,269,0
1,180,6808,1604966400,6,489,76
0,181,3354,1555459200,5,302,75
1,182,1095,1525392000,7,450,76
1,183,3638,1572048000,7,378,11
1,184,3541,1609113600,9,375,65
0,185,6808,1600646400,9,260,76
0,186,4105,1552521600,6,312,52
1,187,5935,1552348800,6,225,65
0,188,2257,1476489600,8,210,19
0,189,1764,1556150400,8,205,48
0,190,3768,1610755200,4,326,75
0,191,4842,1532217600,5,329,74
0,192,6808,1493337600,4,260,76
0,241,6808,1528761600,6,266,6
0,193,4671,1604534400,8,317,76
0,194,6610,1575158400,4,177,76
0,195,2162,1472688000,8,309,44
0,196,5990,1492214400,8,329,75
1,197,6808,1600992000,6,222,21
0,198,773,1546300800,8,303,76
0,199,3787,1559779200,5,305,76
0,200,6152,1570147200,6,260,75
0,201,3387,1598572800,9,135,76
1,202,2185,1605052800,6,367,6
0,203,1091,1572566400,8,205,67
0,204,5456,1383264000,2,448,9
0,205,3051,1508025600,8,358,28
0,206,3020,1551225600,8,312,52
0,207,6808,1588118400,6,270,76
0,208,3739,1552694400,4,309,30
1,209,4658,1546300800,9,411,76
0,210,4359,1516060800,5,199,76
0,211,3246,1581638400,0,117,75
0,212,4462,1559692800,6,64,35
0,213,1339,1573430400,5,303,76
0,214,1033,1522540800,6,315,0
0,215,3680,1501545600,9,301,76
0,216,3447,1317427200,6,293,76
0,217,1756,1512086400,10,117,76
0,218,6658,1579824000,8,302,70
1,219,6145,1548547200,8,394,70
0,220,4613,1571961600,4,309,32
0,221,6808,1558483200,9,266,76
0,222,4169,1606780800,5,217,76
1,223,1303,1559347200,6,394,70
0,224,1742,1593561600,4,176,76
1,225,6588,1593561600,8,394,70
0,226,2379,1607644800,10,113,48
0,227,751,1576195200,8,205,46
0,242,5238,1585612800,11,113,28
0,228,632,1545955200,8,309,77
0,229,792,1605398400,7,424,76
0,230,885,1449187200,6,214,76
1,231,2435,1532908800,8,391,19
0,232,3022,1605139200,7,352,52
0,233,4052,1593561600,3,322,76
0,234,641,1541030400,8,36,28
0,235,6808,1518998400,6,260,76
0,236,4440,1592438400,9,63,35
0,237,4516,1538352000,3,113,9
0,238,6026,1537833600,3,113,76
1,239,5693,1572566400,9,278,76
0,240,5896,1493596800,8,302,61
1,243,3159,1513296000,6,475,76
1,244,2344,1520553600,6,74,35
0,245,1560,1601510400,8,330,9
0,246,298,1553040000,3,10,76
0,632,4272,1522800000,8,312,72
0,259,2759,1526342400,8,205,28
0,260,5866,1541030400,6,207,28
0,261,5498,1514764800,9,188,28
0,262,6520,1504224000,6,48,28
0,263,2497,1542240000,9,302,28
0,264,5139,1541030400,6,358,28
0,265,4562,1599696000,6,315,28
0,266,414,1577750400,6,309,28
0,267,2995,1508630400,6,309,28
0,268,5518,1496275200,6,311,28
0,269,5626,1514764800,6,188,28
0,270,5206,1577750400,6,338,28
1,271,3971,1593561600,10,403,76
0,272,66,1493596800,9,188,28
0,247,5031,1541030400,6,311,28
0,248,5030,1541030400,6,309,28
0,273,4483,1555632000,8,36,17
0,274,6808,1547510400,6,260,76
0,275,5525,1547510400,6,309,49
0,276,6138,1525132800,6,209,28
1,277,2452,1501804800,9,362,65
0,278,2525,1455753600,11,117,76
0,280,4678,1548979200,4,188,75
0,279,1670,1555372800,5,188,75
1,281,1280,1569369600,6,275,76
1,282,151,1587513600,9,286,76
1,283,4884,1557187200,6,225,65
0,284,1934,1472083200,8,309,0
0,285,4901,1496448000,8,188,42
0,286,3870,1543622400,8,358,25
1,287,3217,1539907200,6,375,11
0,288,820,1480550400,9,293,76
0,289,5649,1554076800,8,328,9
0,290,1945,1546300800,4,319,76
0,291,3469,1590969600,5,0,76
0,292,2290,1538179200,2,48,72
0,293,226,1589155200,9,121,28
0,294,624,1516838400,5,48,7
0,295,1334,1596240000,5,0,9
1,296,6750,1572566400,8,231,19
0,309,3917,1593561600,8,309,67
0,297,72,1560816000,8,448,76
1,298,69,1538265600,6,464,76
0,249,78,1540252800,8,448,76
0,299,1445,1317427200,8,293,76
0,300,610,1591920000,6,31,19
0,301,107,1519862400,8,448,76
0,302,6808,1547510400,6,211,28
0,303,125,1500336000,8,448,28
0,304,4575,1574208000,5,302,1
0,305,5801,1598918400,4,37,25
0,306,5208,1577750400,6,332,28
0,307,2595,1435017600,8,306,76
0,308,1439,1534291200,2,176,9
0,310,5507,1588809600,6,355,74
1,311,6808,1533859200,8,282,76
0,312,152,1599091200,8,448,6
1,313,1510,1461801600,9,93,75
1,314,3844,1604102400,9,276,6
0,315,3122,1570579200,4,322,76
1,316,5291,1587686400,8,101,75
0,317,6808,1558656000,9,260,76
0,318,6808,1558915200,2,260,76
0,319,6808,1546128000,8,260,76
0,321,6808,1576713600,9,266,76
0,320,3121,1608595200,5,322,76
0,322,683,1584230400,5,293,75
0,323,1956,1597276800,8,301,76
0,324,1779,1520380800,5,41,76
1,325,1286,1498867200,6,231,61
0,326,5458,1548892800,8,293,75
1,327,1990,1562889600,8,108,75
1,328,1549,1502668800,8,376,48
1,329,4980,1535760000,8,231,70
1,330,6808,1541808000,9,278,21
1,331,3512,1576800000,8,394,41
1,332,5818,1492214400,6,229,28
1,333,3285,1598486400,6,74,35
0,334,3286,1545264000,9,422,35
0,335,412,1585699200,6,309,28
0,336,158,1518739200,8,448,0
0,337,113,1538352000,6,335,28
0,338,54,1577750400,6,312,28
0,339,191,1519862400,5,260,76
1,340,799,1580342400,6,368,35
1,341,798,1553731200,8,368,35
1,342,199,1562889600,9,93,75
0,343,3283,1605571200,9,309,76
0,344,3662,1579737600,9,208,76
0,345,4864,1508025600,6,302,28
0,346,234,1519862400,6,350,28
0,347,5876,1526342400,8,36,28
0,348,5194,1593907200,6,207,28
1,250,5439,1578614400,6,465,76
0,349,5184,1603584000,6,207,28
1,350,6808,1507852800,9,394,48
1,251,4044,1482796800,8,74,35
0,351,6082,1525132800,8,309,28
0,252,541,1608854400,8,188,28
1,352,5952,1583020800,6,72,35
1,353,3520,1585612800,7,415,28
1,354,5071,1509667200,6,394,48
0,356,5387,1610409600,8,358,48
1,355,6115,1536969600,6,231,39
0,357,359,1582761600,6,20,28
0,358,3418,1583452800,8,205,48
0,359,269,1501804800,8,448,42
0,360,6808,1564963200,8,205,17
0,361,4165,1609372800,8,316,76
0,362,4566,1577750400,8,302,28
0,363,1451,1498867200,9,113,76
0,364,279,1515542400,8,448,12
0,365,280,1534550400,8,268,67
0,366,4784,1586995200,8,188,77
0,367,287,1579737600,8,448,42
0,368,1440,1528416000,8,187,76
1,369,4881,1592006400,7,414,76
0,370,4549,1592438400,8,167,17
0,371,6726,1592438400,8,167,19
0,372,315,1553040000,8,269,77
0,373,3507,1589241600,6,312,74
0,374,1130,1593561600,8,23,72
0,375,332,1462492800,8,448,76
0,376,332,1526169600,8,448,76
0,377,4840,1528416000,8,200,1
1,378,5647,1509667200,8,231,9
0,379,6808,1504224000,8,266,48
0,380,1618,1515974400,6,51,66
0,381,1806,1561939200,3,155,76
1,383,3467,1607558400,8,389,35
0,382,578,1603411200,8,206,6
0,384,2541,1515456000,9,260,76
1,385,5331,1597968000,11,414,48
0,386,1319,1554422400,8,56,76
1,387,6808,1606867200,9,93,75
0,388,3502,1605830400,10,113,76
0,389,6641,1520294400,3,125,76
0,390,6808,1502323200,6,260,68
0,391,1223,1583452800,8,312,64
0,392,4182,1552867200,5,187,76
1,393,3119,1533859200,9,464,76
1,394,1442,1584403200,6,483,76
0,395,2276,1601510400,9,23,40
0,396,2801,1588291200,5,301,76
0,397,1668,1590969600,0,113,31
1,398,455,1593129600,8,373,12
0,399,1306,1564444800,8,358,67
1,400,1477,1512086400,11,414,76
1,401,1478,1494547200,11,411,48
0,402,3770,1501545600,7,138,76
0,403,6808,1556841600,6,270,76
0,404,712,1549065600,8,342,76
0,408,2832,1547164800,8,188,52
0,409,595,1530576000,5,330,76
0,405,1804,1582848000,8,322,76
0,410,4429,1557878400,5,0,75
0,411,2454,1578009600,6,208,42
0,406,3063,1524096000,8,188,6
0,407,739,1598659200,3,293,76
0,412,3871,1541721600,6,208,25
0,414,149,1559779200,8,309,21
0,413,5831,1584489600,5,322,76
1,415,5717,1588377600,8,381,0
0,416,5691,1596326400,8,187,76
1,417,6808,1591056000,6,426,48
0,418,1861,1550188800,5,293,75
0,419,3828,1604534400,6,312,52
0,420,4515,1569888000,5,490,76
0,421,815,1569888000,7,113,76
0,422,1553,1577836800,11,113,76
1,424,6200,1590364800,10,403,75
0,423,6808,1514764800,7,260,76
0,425,1494,1548633600,8,260,48
1,426,2978,1582761600,8,242,76
0,427,6173,1584576000,8,4,35
0,429,2736,1583193600,6,217,76
1,430,530,1582848000,6,381,12
0,428,2149,1598918400,6,352,52
0,431,6808,1475193600,8,260,16
0,432,4444,1601251200,4,268,64
0,433,4191,1500076800,8,312,67
0,434,5239,1497916800,8,188,75
0,435,6521,1577750400,6,13,28
0,436,2159,1556236800,6,309,17
0,437,4350,1522972800,8,307,76
1,438,6808,1532044800,9,97,75
0,439,5091,1496275200,9,260,75
1,440,3082,1568505600,6,275,76
1,441,6400,1605398400,6,426,76
0,442,6640,1498176000,8,260,76
0,443,1724,1580428800,5,0,76
0,444,3498,1577836800,5,293,76
0,445,6808,1544918400,6,260,76
1,446,1999,1496102400,8,248,76
1,447,1376,1551830400,8,248,76
0,448,1501,1492560000,8,260,76
1,449,6808,1556755200,9,275,76
0,450,911,1556668800,6,260,76
0,451,6808,1566345600,6,260,76
0,452,5047,1567641600,7,260,76
0,453,1680,1564444800,8,490,9
0,454,2350,1571788800,5,33,9
0,455,1763,1572566400,5,293,76
0,456,5665,1556323200,5,301,75
1,457,1944,1605225600,8,485,76
0,458,6190,1554076800,8,273,76
0,459,6808,1601424000,8,260,76
1,460,568,1459814400,6,482,76
0,461,3984,1601942400,5,176,76
0,462,1262,1567296000,5,178,76
0,463,3473,1572566400,8,293,76
1,464,6396,1536883200,8,247,76
0,465,2848,1568332800,8,293,76
0,466,402,1582848000,6,448,28
1,253,1606,1523232000,8,394,52
0,467,1875,1550188800,6,205,72
0,468,6554,1498867200,9,311,28
0,469,449,1532563200,5,268,75
0,470,448,1552953600,8,448,76
0,471,448,1488844800,8,448,76
0,476,6808,1483228800,9,266,28
0,472,1905,1522540800,0,113,76
0,473,4995,1522540800,0,113,76
0,474,6229,1522540800,0,113,76
0,475,6228,1522540800,0,113,76
0,477,4432,1597276800,8,188,19
0,478,4773,1592438400,8,167,17
0,479,734,1592352000,5,199,75
0,480,1952,1556236800,6,309,17
0,481,5880,1610496000,5,329,76
1,482,2729,1483228800,6,376,70
0,483,973,1551398400,9,294,76
0,484,821,1601510400,5,329,60
0,485,629,1608163200,6,188,12
0,486,4486,1560988800,8,188,17
0,487,452,1541116800,8,206,6
0,488,4645,1600300800,6,358,28
0,489,6091,1501545600,8,302,28
0,491,4834,1550188800,8,189,67
0,490,4829,1589932800,8,309,9
1,492,5340,1568678400,6,284,76
0,493,3597,1546560000,6,302,27
0,494,4477,1591056000,6,205,17
0,495,21,1589155200,6,19,28
0,496,6109,1544918400,6,188,28
0,497,6523,1606176000,6,338,48
0,498,6523,1606176000,6,338,28
0,499,496,1607385600,9,266,61
0,500,4698,1596585600,6,269,19
0,501,5560,1546128000,5,301,76
0,502,634,1530403200,6,20,28
1,503,5889,1556582400,6,386,70
1,504,2404,1563148800,9,74,35
0,505,2827,1599264000,5,322,76
0,506,2155,1585958400,5,0,76
0,507,3898,1543536000,10,113,31
0,508,3897,1606780800,10,113,76
0,509,6300,1606780800,4,490,76
0,510,83,1572566400,4,176,76
1,511,637,1552694400,11,414,18
0,512,433,1489449600,8,302,28
0,513,359,1583366400,6,20,48
0,514,6036,1599696000,6,309,28
0,254,6226,1561593600,9,304,75
0,515,1837,1595548800,11,117,11
0,516,3777,1538092800,8,51,11
0,517,1311,1548374400,8,335,67
1,518,551,1608076800,8,276,6
0,519,6078,1538352000,6,36,28
1,520,6808,1544832000,6,401,28
1,521,2116,1525132800,6,400,28
0,522,554,1443744000,6,448,76
0,523,5625,1601251200,9,302,28
0,524,3400,1508025600,6,315,28
0,525,767,1501545600,9,113,76
1,526,450,1578009600,9,399,9
1,527,4460,1563148800,6,79,35
0,528,1326,1525392000,8,327,75
0,529,1458,1490054400,9,302,6
1,530,3359,1564012800,8,458,76
1,531,5729,1571184000,8,361,65
1,532,6071,1561593600,8,230,48
0,533,4945,1548720000,4,26,76
0,534,4475,1557360000,8,205,17
0,535,5930,1560816000,11,113,48
0,536,604,1556582400,8,448,76
0,537,604,1444953600,8,448,76
0,538,5613,1530403200,6,188,28
0,539,5192,1555200000,8,41,76
0,540,6808,1553126400,9,269,48
0,541,5872,1577750400,6,302,28
1,7772,6808,1545523200,11,80,35
0,542,6808,1572566400,8,260,76
1,543,768,1565913600,8,228,0
1,544,274,1504828800,8,228,67
0,545,210,1610064000,6,309,28
0,255,6773,1470009600,2,260,76
0,546,6584,1552089600,4,341,76
0,547,1419,1539302400,8,338,75
0,548,520,1506816000,3,23,19
1,549,1519,1497571200,8,248,76
0,572,4797,1495497600,8,51,19
0,550,3036,1487116800,6,301,76
0,551,3210,1516147200,8,448,12
1,256,655,1577750400,9,276,35
1,552,6341,1584662400,11,414,48
0,553,2842,1588550400,3,117,28
0,554,1174,1492128000,6,312,19
0,555,163,1564617600,6,188,17
1,556,5463,1606780800,6,426,76
1,557,2597,1579219200,8,395,44
1,558,6652,1511308800,8,365,65
0,559,660,1606867200,8,448,27
1,560,662,1500336000,8,449,76
0,561,663,1608508800,8,272,76
0,562,6079,1536969600,6,188,29
0,563,6732,1541030400,6,36,28
0,257,5335,1473984000,8,356,9
1,564,2701,1527552000,8,464,76
1,565,5980,1580860800,6,240,76
0,566,684,1572307200,8,448,76
1,567,5937,1559433600,8,363,65
0,568,5451,1554076800,4,217,76
0,569,2655,1577836800,3,117,75
0,570,757,1567728000,8,315,28
0,571,1627,1577836800,6,309,29
0,573,4971,1537056000,5,342,76
0,574,2563,1577836800,4,217,76
0,575,5055,1545177600,8,302,28
0,576,5182,1541030400,6,311,28
1,577,1008,1556496000,8,454,76
1,578,6675,1544918400,6,375,11
1,579,5803,1539907200,9,278,1
1,580,3174,1564704000,10,403,76
0,581,5774,1489536000,5,36,28
0,582,4747,1481414400,8,260,76
0,583,469,1609545600,6,23,47
0,584,2972,1571961600,8,341,76
1,585,5841,1575590400,8,464,76
0,586,1081,1480550400,6,205,51
0,587,6496,1592006400,6,309,28
0,588,3226,1518652800,2,36,65
0,589,4893,1481673600,8,273,76
0,590,5973,1545868800,6,326,9
1,591,518,1573776000,6,372,70
1,592,4441,1448928000,9,394,35
0,593,6808,1592956800,4,273,76
0,594,4041,1574985600,6,302,19
0,595,5566,1608336000,4,293,76
0,258,1148,1536105600,6,208,76
1,596,1894,1512086400,11,235,9
1,597,6742,1550966400,8,74,35
0,598,2322,1463270400,6,266,75
0,599,809,1534636800,6,200,10
1,600,2824,1572566400,6,469,76
0,601,6808,1474588800,8,260,76
1,602,4139,1605052800,8,464,1
0,603,1367,1583280000,8,309,56
0,604,5437,1547856000,9,260,75
1,605,6808,1501545600,8,277,1
0,606,4400,1575158400,4,18,76
0,607,4402,1575158400,4,176,76
0,608,4403,1575158400,4,26,76
0,609,1568,1483228800,8,315,28
0,610,622,1504828800,5,356,7
1,611,146,1470009600,6,376,70
0,612,2870,1607299200,5,33,76
1,613,6772,1589500800,11,145,76
0,614,4235,1599091200,9,312,29
0,615,5680,1568678400,8,0,75
0,616,5349,1545696000,4,56,76
0,617,744,1545955200,8,268,68
0,618,5548,1549065600,8,340,75
0,619,3089,1574553600,8,490,76
1,620,2639,1560470400,9,426,76
1,621,2393,1599177600,6,442,76
1,622,3778,1557273600,9,394,48
0,623,3267,1550188800,8,313,28
0,624,5675,1591920000,8,187,28
0,625,1569,1550188800,8,309,28
0,626,6808,1543622400,8,266,42
0,627,367,1581033600,6,309,22
0,628,1869,1555027200,6,314,28
0,629,760,1425600000,8,448,76
0,630,760,1383264000,8,448,76
0,631,760,1562630400,8,448,76
1,635,2398,1519948800,8,72,35
0,633,5758,1528329600,6,302,28
0,634,3598,1527811200,6,309,28
0,645,206,1508112000,6,48,28
0,646,6252,1533340800,6,48,28
0,647,5028,1502064000,8,36,28
0,648,5028,1502064000,6,36,48
0,649,5028,1502064000,8,36,48
0,650,5027,1540339200,6,36,48
0,651,5027,1502064000,6,36,28
0,652,5027,1502064000,6,36,48
0,653,5027,1502064000,6,36,48
0,654,5516,1547337600,8,309,28
0,655,6813,1525046400,6,309,72
0,656,4537,1587081600,8,205,72
0,657,946,1546300800,5,301,19
1,658,6808,1592524800,6,284,76
1,659,836,1600214400,8,399,33
1,660,6583,1531180800,8,97,75
0,661,4743,1575158400,9,208,28
0,662,5526,1584057600,6,188,64
1,663,6552,1583020800,8,231,21
0,664,6808,1519862400,8,266,28
0,666,2502,1483574400,2,188,6
0,667,5913,1576886400,10,141,1
1,665,1395,1544572800,8,74,35
1,668,4088,1480550400,9,375,70
0,669,3901,1567123200,8,205,48
0,670,1412,1546300800,6,207,71
1,671,6808,1547164800,8,368,48
0,672,4448,1490832000,2,334,9
0,673,2963,1557792000,5,33,76
0,674,909,1554422400,8,308,76
0,675,143,1545696000,5,329,1
1,676,605,1559260800,8,248,9
1,677,6808,1601856000,6,93,28
0,678,6626,1569888000,5,18,76
0,679,6625,1569888000,5,18,76
0,680,4726,1516233600,8,344,75
1,681,2570,1544832000,8,110,75
0,682,1296,1527811200,8,315,71
0,683,3061,1609459200,8,176,76
1,684,3536,1565222400,8,225,65
1,685,3099,1520467200,8,225,65
0,686,2556,1520726400,8,490,61
0,687,3088,1503273600,8,272,76
0,688,3510,1545350400,8,188,19
1,689,101,1491004800,6,394,28
0,690,436,1514764800,6,309,28
0,691,418,1565136000,6,358,28
0,692,3494,1585180800,6,293,76
1,693,6808,1598054400,8,108,48
1,636,4758,1591228800,8,74,35
1,694,6808,1604620800,11,80,48
1,695,3080,1604620800,9,80,35
1,696,4265,1585612800,11,403,48
1,697,278,1491004800,8,382,10
0,698,3477,1522540800,0,130,76
0,699,4237,1522540800,0,113,76
0,700,4238,1522540800,0,113,76
0,701,4846,1519862400,8,352,49
0,702,2297,1489104000,6,208,72
0,703,1204,1575590400,6,205,46
0,704,2305,1595721600,8,187,76
0,705,6800,1555027200,5,187,76
0,706,3622,1460678400,2,22,76
0,707,6427,1509494400,9,36,28
0,708,5068,1532476800,8,48,71
0,709,5317,1576368000,6,188,28
1,710,5705,1528070400,8,375,48
1,711,6450,1574208000,8,392,71
0,712,1141,1536883200,8,309,71
1,713,6579,1552003200,6,376,48
1,714,4725,1564531200,6,376,71
1,715,648,1562025600,6,376,71
1,716,1146,1562025600,6,376,71
0,717,6219,1536105600,6,208,71
0,746,2988,1535760000,8,269,67
0,718,4580,1577750400,6,309,28
0,719,2407,1507766400,8,208,58
1,720,3695,1603411200,8,387,21
0,721,6808,1502755200,8,266,1
0,722,3438,1506816000,10,113,76
0,723,1901,1505692800,10,113,76
1,724,393,1550102400,10,403,76
1,725,392,1584748800,10,403,48
0,729,3437,1506816000,10,113,76
0,730,3434,1506816000,10,113,76
0,731,3435,1506816000,10,113,76
1,726,3344,1498867200,10,414,76
0,727,391,1598918400,10,139,76
0,728,1900,1506816000,10,113,76
0,732,1630,1506816000,11,113,76
0,733,1631,1506816000,10,113,76
0,734,1903,1506816000,10,113,76
0,735,3436,1506816000,10,113,76
0,736,1902,1506816000,10,113,76
0,737,774,1511308800,6,423,76
0,738,3373,1552521600,6,312,52
1,739,1872,1569542400,8,387,28
0,740,755,1534809600,6,188,28
0,741,2272,1532563200,4,18,76
0,742,5187,1541030400,6,188,28
0,743,1961,1534636800,6,205,10
0,744,1616,1481846400,8,293,76
0,745,6391,1522540800,9,49,28
0,637,6380,1541030400,5,220,76
0,747,4323,1601510400,5,175,76
1,748,6808,1564704000,9,281,76
1,749,5419,1514678400,10,403,33
1,750,6452,1519084800,8,249,76
0,751,1563,1538352000,6,314,28
0,752,6016,1557360000,4,272,76
0,753,3482,1602720000,5,0,76
0,754,3816,1543622400,8,312,47
1,755,3127,1451520000,6,246,76
0,756,3873,1519862400,8,47,76
1,757,6808,1470009600,9,94,75
1,758,6808,1537488000,8,429,48
0,759,5143,1577750400,9,155,28
0,760,1064,1601424000,9,309,43
0,761,3910,1553817600,8,314,42
0,762,1985,1577750400,6,302,28
0,763,408,1593907200,6,20,28
0,764,513,1488240000,8,260,76
0,765,4219,1574208000,3,191,76
1,766,2728,1475280000,9,376,70
1,767,933,1475280000,6,376,70
1,768,4616,1535500800,10,403,57
0,769,6808,1488326400,7,266,21
0,770,5430,1533081600,4,205,75
